Unnamed: 0	Sentence	True Id
1409	board trustees-city colleges of chicago truman college; 1145 w wilson ave; 60640; 8784740; ; 	114560640
1410	carole robertson center for learning carole robertson center-2929; 2929 w 19th st; 60623; 5211600; ; 	292960623
1411	carole robertson center for learning carole robertson center - 3701(ogden); 3701 w ogden; 60623; 5228400; ; 	370160623
1412	carole robertson center for learning carole robertson center-2020; 2020 w roosevelt rd; 60608; 2437300; ; 	202060608
1413	carole robertson center for learning fcch-angelita yugsi; 6447 s knox ave; 60629; 5211600; ; 	644760629
1414	carole robertson center for learning fcch-araceli basile; 2124 n central park ave; 60647; 5211600; ; 	212460647
1415	carole robertson center for learning fcch-aurora nunez; 2701 w 18th st; 60608; 5211600; ; 	270160608
1416	carole robertson center for learning fcch-darlene mcghee; 8055 s wood; 60620; 9945193; ; 	805560620
1417	carole robertson center for learning fcch-delondia motley; 2252 s central park ave; 60623; 5211600; ; 	225260623
1418	carole robertson center for learning fcch-ileana gonzalez; 4250 w 81st st; 60652; 5211600; ; 	425060652
1419	carole robertson center for learning fcch-kemisha allen; 6954 s fairfield; 60629; ; ; 	695460629
1420	carole robertson center for learning fcch-linda lewis; 7312 s saint lawrence ave; 60619; 2437225; ; 	731260619
1421	carole robertson center for learning fcch-luz orozco; 4546 w 67th st; 60629; ; ; 	454660629
1422	carole robertson center for learning fcch-magdelena ortega; 2318 s hoyne; 60608; ; ; 	231860608
1423	carole robertson center for learning fcch-maria cepeda; 4500 s sawyer ave; 60632; ; ; 	450060632
1424	carole robertson center for learning fcch-maria flores; 3443 w 71st; 60629; 5211600; ; 	344360629
1425	carole robertson center for learning fcch-maribella rodriguez; 1012 n kedvale st; 60608; 5211600; ; 	101260608
1426	carole robertson center for learning fcch-mary murphy; 5418 w jackson st; 60644; 5211600; ; 	541860644
1427	carole robertson center for learning fcch-michelle padilla; 7973 s kolin ave; 60652; 5211600; ; 	797360652
1428	carole robertson center for learning fcch-norma jackson; 935 n menard; 60651; ; ; 	93560651
1429	carole robertson center for learning fcch-patricia hernandez; 4958 s racine ave; 60609; 5381198; ; 	495860609
1430	carole robertson center for learning fcch-patricia oros; 2826 w 40th pl; 60623; 5232223; ; 	282660623
1431	carole robertson center for learning fcch-rhonda culverson; 3826 w 85th street; 60629; 5211600; ; 	382660629
1432	carole robertson center for learning fcch-robbie anthony; 5916 w superior; 60644; 2974124; ; 	591660644
1433	carole robertson center for learning fcch-sonia arboleda; 4748 s tripp; 60632; 2511600; ; 	474860632
1434	carole robertson center for learning fcch-susie cannon; 5921 w rice; 60651; 3784342; ; 	592160651
1435	carole robertson center for learning fcch-tita jackson; 604 e 88th st; 60619; 8744913; ; 	60460619
1436	carole robertson center for learning fcch-tosha kelly; 8050 s honore; 60620; ; ; 	805060620
1437	catholic charities of the archdiocese of chicago chicago lawn; 3001 w 59th st; 60629; 9251085; ; 	300160629
1438	catholic charities of the archdiocese of chicago grace mission; 5332 s western; 60609; 4761990; ; 	533260609
1439	catholic charities of the archdiocese of chicago our lady of lourdes; 1449 s keeler; 60623; 5213126; ; 	144960623
1440	catholic charities of the archdiocese of chicago our lady of tepeyac; 2414 s albany; 60623; 2775888; ; 	241460623
1441	catholic charities of the archdiocese of chicago st. joseph; 4800 s paulina; 60609; 9272524; ; 	480060609
1442	centers for new horizons altgeld i; 941 e 132nd st; 60627; 4683055; ; 	94160627
1443	centers for new horizons effie ellis; 4301 s cottage grove; 60653; 5489839; ; 	430160653
1444	centers for new horizons ida b. wells at dawson; 3901 s state; 60609; 5367864; ; 	390160609
1445	chicago child care society chicago child care society; 5467 s university ave; 60615; 6430452; ; 	546760615
1446	chicago commons association a-z mall world; 2629 s lawndale; 60623; ; ; 	262960623
1447	chicago commons association betty's daycare academy; 5725 w chicago ave; 60651; 2611433; ; 	572560651
1448	chicago commons association chicago urban daycare; 1248 w 69th st; 60636; 4833555; ; 	124860636
1449	chicago commons association children's world; 3356 s ashland; 60609; 5230100; ; 	335660609
1450	chicago commons association computer preschool academy; 1400 w garfield blvd; 60609; 6275000; ; 	140060609
1451	chicago commons association diversey day care; 3007 w diversey; 60647; 3427777; ; 	300760647
1452	chicago commons association eyes on the future; 6969 n ravenswood; 60626; 9730771; ; 	696960626
1453	chicago commons association guadalupano family center; 1814 s paulina; 60608; 6663883; ; 	181460608
1454	chicago commons association joyful noise day care; 4843 w north ave; 60639; 2525990; ; 	484360639
1455	chicago commons association jpe daycare center; 8625 s cottage grove; 60619; 9941300; ; 	862560619
1456	chicago commons association kiddie garden little angels; 4235 s kedzie ave; 60632; 3928199; ; 	423560632
1457	chicago commons association kimball day care; 1636 n kimball ave; 60647; 2357200; ; 	163660647
1458	chicago commons association little people's day care; 7428 n rogers ave; 60626; 7612305; ; 	742860626
1459	chicago commons association los pequenos angelitos; 3711 w 55th st; 60632; 2237292; ; 	371160632
1460	chicago commons association my precious little angels; 7012 w north ave; 60707; 6371708; ; 	701260707
1461	chicago commons association nia family center; 744 n monticello; 60612; 7220115; ; 	74460612
1462	chicago commons association panda montessori; 6921 n ridge; 60645; 3386755; ; 	692160645
1463	chicago commons association paulo freire; 1653 w 43rd st; 60609; 8266260; ; 	165360609
1464	chicago commons association rainbow daycare; 3250 w irving park rd; 60618; 4788182; ; 	325060618
1465	chicago commons association taylor center for new experiences; 1633 n hamlin; 60647; 2278551; ; 	163360647
1466	chicago commons association tots express learning center; 1705 e 87th st; 60617; 7218687; ; 	170560617
1467	chicago commons association v & j day care center; 1 e 113thk st; 60628; 7854393; ; 	11160628
1468	chicago public schools aldridge, ira f.; 630 e 131st st; 60827; 5355614; ; 	63060827
1469	chicago public schools altgeld, john p.; 7007 s loomis; 60636; 5353257; ; 	700760636
1470	chicago public schools azuela, mariano; 4707 w marquette; 60629; 5357395; ; 	470760629
1471	chicago public schools barton, clara; 7650 s wolcott ave; 60620; 5353260; ; 	765060620
1472	chicago public schools beethoven, ludwig v.; 25 w 47th st; 60609; 5351480; ; 	25460609
1473	chicago public schools beidler, jacob; 3151 w walnut; 60612; 5346811; ; 	315160612
1474	chicago public schools bethune, mary mcleod; 3033 w arthington; 60612; 5346890; ; 	303060612
1475	chicago public schools bond, carrie jacobs; 7050 s may; 60621; 5353480; ; 	705060621
1476	chicago public schools bradwell, myra; 7736 s burnham; 60649; 5356600; ; 	773660649
1477	chicago public schools brown, ronald; 12607 s union; 60628; 5355385; ; 	1260760628
1478	chicago public schools brunson math & science, milton; 932 n central; 60651; 5349674; ; 	93260651
1479	chicago public schools burke, edmond; 5356 s king dr; 60615; 5351325; ; 	535660615
1480	chicago public schools cameron, daniel r.; 1234 n monticello; 60651; 5344290; ; 	123460651
1481	chicago public schools cardenas, lazaro; 2345 s millard; 60623; 5341465; ; 	234560623
1482	chicago public schools carson, rachel; 5516 s mapplewood ave; 60629; 5359222; ; 	551660629
1483	chicago public schools cather, willa; 2908 w washington blvd; 60612; 5346780; ; 	290860612
1484	chicago public schools chalmers, thomas; 2745 w roosevelt; 60608; 5341720; ; 	274560608
1485	chicago public schools chase elementary; 2021 n point st; 60647; 5344185; ; 	202160647
1486	chicago public schools chopin, frederic; 2450 w rice; 60622; 5344080; ; 	245060622
1487	chicago public schools claremont math and science academy; 2300 w 64th st; 60636; 5358110; ; 	230060636
1488	chicago public schools cockrell, oneida; 30 east 61st street; 60637; 5350798; ; 	3060637
1489	chicago public schools cooper dual language academy, peter; 1624 w 19th street; 60608; 5347205; ; 	162460608
1490	chicago public schools corkery, daniel; 2510 s kildare ave; 60623; 5341650; ; 	251060623
1491	chicago public schools curtis, george w.; 32 east 115th street; 60628; 5355050; ; 	3260628
1492	chicago public schools daley, richard j.; 5024 s wolcott ave; 60609; 5359091; ; 	502460609
1493	chicago public schools davis, nathan; 3014 w 39th place; 60632; 5354540; ; 	301460632
1494	chicago public schools deneen, charles s.; 7240 s wabash ave; 60619; 5353035; ; 	724060619
1495	chicago public schools depriest, oscar; 139 s parkside ave; 60639; 5346800; ; 	13960639
1496	chicago public schools dett, r. nathaniel; 2306 west maypole; 60612; 5347160; ; 	230660612
1497	chicago public schools dodge renaissance academy, mary mapes; 2651 west washington; 60612; 5346640; ; 	265160612
1498	chicago public schools doolittle, james r.; 535 east 35th street; 60653; 5351050; ; 	53560653
1499	chicago public schools dulles, john foster; 6311 south calumet; 60637; 5350690; ; 	631160637
1500	chicago public schools dvorak math & science tech academy, anton; 3615 west 16th; 60623; 5341690; ; 	361560623
1501	chicago public schools eberhart, john f.; 3400 w 65th pl; 60629; 5359190; ; 	340060629
1502	chicago public schools edwards, richard; 4815 s karlov ave; 60632; 5354875; ; 	481560632
1503	"chicago public schools ellington, edward ""duke"" k.; 243 north parkside; 60644; 5346361; ; "	24360644
1504	chicago public schools esmond elementary; 1865 west montvale; 60643; 5352650; ; 	186560643
1505	chicago public schools finkl, william f.; 2332 s western ave; 60608; 5355850; ; 	233260608
1506	chicago public schools fiske, john; 6145 south ingleside; 60637; 5350990; ; 	614560637
1507	chicago public schools fuller, melville w.; 4214 s st lawrence; 60653; 5351687; ; 	421460653
1508	chicago public schools fulton, robert; 5300 s hermitage; 60609; 5359000; ; 	530060609
1509	chicago public schools funston, frederick; 2010 n central park; 60647; 5344125; ; 	201060647
1510	chicago public schools gale comm. acad., stephen f.; 1631 w jonquil terrace; 60626; 5342100; ; 	163160626
1511	chicago public schools gary, joseph e.; 3740 w 31st st; 60623; 5341455; ; 	374060623
1512	chicago public schools goldblatt, nathan r.; 4257 w adams; 60624; 5346860; ; 	425760624
1513	chicago public schools goudy, william c.; 5120 n winthrop; 60640; 5342480; ; 	512060640
1514	chicago public schools graham, alexander; 4436 s union; 60609; 5351308; ; 	443660609
1515	chicago public schools gresham, walter q.; 8524 s green; 60620; 5353350; ; 	852460620
1516	chicago public schools guggenheim, simon; 7141 s morgan st; 60621; 5353587; ; 	714160621
1517	chicago public schools haley, alex; 11411 s eggleston; 60628; 5355345; ; 	1141160628
1518	chicago public schools hamline, john h; 4747 s bishop st; 60609; 5354565; ; 	474760609
1519	chicago public schools hay comm. academy, john; 1018 n laramie; 60651; 5346000; ; 	101860651
1520	chicago public schools henson, matthew a.; 1326 s avers; 60623; 5341804; ; 	132660623
1521	chicago public schools herbert, victor; 2131 w monroe; 60612; 5347806; ; 	213160612
1522	chicago public schools higgins c.a., thomas j.; 11710 s morgan; 60643; 5355625; ; 	1171060643
1523	chicago public schools hinton, william augustus; 644 w 71st street; 60621; 5353875; ; 	64460621
1524	chicago public schools holmes, oliver wendell; 955 w garfield; 60621; 5359025; ; 	95560621
1525	chicago public schools hughes, langston; 226 w 104th st; 60628; 5355075; ; 	24060628
1526	chicago public schools hurley, edward n.; 3849 w 69th place; 60629; 5352068; ; 	384960629
1527	chicago public schools jenner academy of the arts, edward; 1119 n cleveland; 60610; 5348440; ; 	111960610
1528	chicago public schools johnson, james weldon; 1504 s albany; 60623; 5341833; ; 	142060623
1529	chicago public schools jordan comm.; 7414 north wolcott; 60626; 5342220; ; 	741460626
1530	chicago public schools jungman, joseph; 1746 s miller; 60608; 5347375; ; 	174660608
1531	chicago public schools kershaw, joshua d.; 6450 s lowe; 60621; 5353050; ; 	645060621
1532	chicago public schools kohn, alfred david; 10414 s state; 60628; 5355489; ; 	1041460628
1533	chicago public schools lafayette, jean de; 2714 w augusta blvd; 60622; 5344326; ; 	271460622
1534	chicago public schools lavizzo, mildred i.; 138 w 109th st; 60628; 5355300; ; 	13860628
1535	chicago public schools lawndale comm. academy; 3500 w douglas blvd; 60623; 5341635; ; 	350060623
1536	chicago public schools linne, carl von; 3221 n sacramento; 60618; 5345262; ; 	322160618
1537	chicago public schools little village; 2620 s lawndale ave; 60623; 5341880; ; 	262060623
1538	chicago public schools lloyd, henry d.; 2103 n lamon av; 60639; 5343070; ; 	210360639
1539	chicago public schools madison, james; 7433 s dorchester; 60619; 5350551; ; 	743360619
1540	chicago public schools mason, roswell b.; 4216 w 19th st; 60623; 5341530; ; 	421660623
1541	chicago public schools may community academy, horatio; 512 s lavergne; 60644; 5346140; ; 	51260644
1542	chicago public schools mayo, william j. & charles h.; 249 e 39th st; 60653; 5351260; ; 	24960653
1543	chicago public schools mcclellan, george b.; 3527 s wallace; 60609; 5351732; ; 	352760609
1544	chicago public schools mccormick, cyrus h.; 2712 s sawyer ave; 60623; 5357252; ; 	271260623
1545	chicago public schools mccutcheon main, john t.; 4846 n sheridan; 60640; 5342680; ; 	4865
1546	chicago public schools mcdowell, mary e.; 1419 e 89th st; 60619; 5356404; ; 	141960619
1547	chicago public schools mckay, francis m.; 6901 s fairfield ave; 60629; 5359505; ; 	690160629
1548	chicago public schools mcnair academy center, ronald e.; 4820 w walton; 60651; 5348980; ; 	482060651
1549	chicago public schools mcpherson, james b.; 4728 n wolcott av; 60640; 5342625; ; 	472860640
1550	chicago public schools monroe, james; 3651 w schubert ave; 60647; 5344155; ; 	365160647
1551	chicago public schools morgan, garrett a.; 8407 s kerfoot; 60620; 5353366; ; 	840760620
1552	chicago public schools morton career academy; 431 n troy; 60612; 5346791; ; 	43160612
1553	chicago public schools n.t.a. (national teachers academy); 55 w cermak; 60616; 5349970; ; 	5560616
1554	chicago public schools nash, henry h.; 4837 w erie st; 60644; 5346125; ; 	483760644
1555	chicago public schools new field primary school; 1707 w morse; 60626; 5342760; ; 	170760626
1556	chicago public schools nicholson math and science; 6006 s peoria st; 60621; 5353285; ; 	600660621
1557	chicago public schools nixon, william p.; 2121 n keeler ave; 60639; 5344375; ; 	212160639
1558	chicago public schools o'keeffe, isabell c.; 6940 s merrill; 60649; 5350600; ; 	694060649
1559	chicago public schools o'toole, luke; 6550 s seeley; 60636; 5359040; ; 	655060636
1560	chicago public schools peabody, elizabeth; 1444 w augusta blvd; 60622; 5344170; ; 	144460622
1561	chicago public schools peck school; 3826 w 58th st; 60629; 5352450; ; 	402660629
1562	chicago public schools penn, william; 1616 s avers; 60623; 5341665; ; 	161660623
1563	chicago public schools perez, manuel; 1241 w 19th street; 60608; 5347650; ; 	124160608
1564	chicago public schools piccolo specialty school, brian; 1040 n keeler avenue; 60651; 5344425; ; 	104060651
1565	chicago public schools pickard, josiah l.; 2301 w 21st street; 60608; 5357280; ; 	230160608
1566	chicago public schools pilsen comm. academy; 1420 w 17th street; 60608; 5347675; ; 	142060608
1567	chicago public schools reavis, william claude; 834 e 50th street; 60615; 5351060; ; 	83460615
1568	chicago public schools revere, paul; 1010 e 72nd street; 60619; 5350618; ; 	101060619
1569	chicago public schools robinson, jackie r.; 4225 s lake park ave; 60653; 5351777; ; 	422560653
1570	chicago public schools ruggles, martha m.; 7831 s prairie ave; 60619; 5353085; ; 	783160619
1571	chicago public schools ryder, william h.; 8716 s wallace street; 60620; 5353843; ; 	871660620
1572	chicago public schools ryerson, martin a.; 646 n lawndale; 60624; 5346700; ; 	64660624
1573	chicago public schools sandoval, socorro; 5534 s saint louis ave; 60629; 5350457; ; 	553460629
1574	chicago public schools saucedo scholastic academy, maria; 2850 w 24 th blvd; 60623; 5341770; ; 	285060623
1575	chicago public schools seward, william h.; 4600 s hermitage ave; 60609; 5354890; ; 	460060609
1576	chicago public schools sexton, austin o.; 6020 s langley; 60637; 5350640; ; 	602060637
1577	chicago public schools sherwood, jessie; 245 w 57th st; 60621; 5350829; ; 	24560621
1578	chicago public schools shields, james; 4250 s rockwell st; 60632; 5357285; ; 	425060632
1579	chicago public schools songhai learning institute; 11725 s perry ave; 60628; 5355547; ; 	1172560628
1580	chicago public schools spencer math and science academy; 214 n lavergne; 60644; 5346150; ; 	21460644
1581	chicago public schools stagg, amos a.; 7424 s morgan st; 60621; 5353565; ; 	742460621
1582	chicago public schools stewart, graeme; 4525 n kenmore; 60640; 5342640; ; 	452560640
1583	chicago public schools stockton, joseph; 4420 n beacon st; 60640; 5342450; ; 	442060640
1584	chicago public schools stowe, harriet beecher; 3444 w wabansia; 60647; 5344175; ; 	344460647
1585	chicago public schools tanner, henry o.; 7350 s evans; 60619; 5353870; ; 	735060619
1586	chicago public schools thomas center, velma; 3625 s hoyne; 60609; 5354088; ; 	362560609
1587	chicago public schools thorp, james n.; 8914 s buffalo ave; 60617; 5356250; ; 	891460617
1588	chicago public schools ward, laura s.; 410 n monticello; 60624; 5346440; ; 	41060624
1589	chicago public schools whittier, john greenleaf; 1900 w 23rd st; 60608; 5354590; ; 	190060608
1590	chicago public schools williams, daniel h.; 2710 s dearborn; 60616; 5349226; ; 	271060616
1591	chicago public schools woodlawn community school; 6657 s kimbark ave; 60637; 5350801; ; 	665760637
1592	chicago public schools woodson south, carter g.; 4414 s evans; 60653; 5351280; ; 	441460653
1593	chicago public schools yates, richard; 1839 n richmond; 60647; 5344550; ; 	183960647
1594	chicago public schools young, ella flagg; 1434 n parkside; 60651; 5346200; ; 	143460651
1595	chicago public schools zapata academy; 2728 s kostner ave; 60623; 5341390; ; 	272860623
1596	chicago state university fcch-evelyn cross; 724 w 116th pl; 60628; 4374020; ; 	72460628
1597	chicago state university fcch-latashie taiwo; 8609 s ingleside; 60619; 4880716; ; 	860960619
1598	chicago state university grant creative learning center; 4025 s drexel blvd; 60653; 2858440; ; 	402560653
1599	chicago state university raise up a child; 124 e 113 st; 60628; 7851172; ; 	12460628
1600	chicago state university shining star early learning academy - ii; 854 e 79th st; 60619; 4191994; ; 	85460619
1601	chicago state university shining star early learning academy - iii; 338 e 103rd st; 60628; 4191994; ; 	33860628
1602	chicago state university the love learning center; 228 e 61st st; 60637; 7520243; ; 	22860637
1603	chicago state university tiny tots villa; 8128 s king dr; 60641; 4836251; ; 	8128
1604	chicago youth centers abc; 3415 w 13th pl; 60623; 7625655; ; 	341560623
1605	chicago youth centers centro nuestro; 3222 w division; 60651; 4893157; ; 	322260651
1606	chicago youth centers cuddle care academy; 4800 s lake park ave; 60615; 2851114; ; 	480060615
1607	chicago youth centers dorothy gautreaux; 975 e 132nd st; 60627; 2911000; ; 	97560627
1608	chicago youth centers ezzard charles school; 7946 s ashland ave; 60620; 4870227; ; 	794660620
1609	chicago youth centers fellowship house; 844 w 32nd st; 60608; 3262282; ; 	84460608
1610	chicago youth centers just like home; 301 e 79th st; 60619; 7830955; ; 	30160619
1611	chicago youth centers kids r us; 7453 s vincennes; 60621; 8465437; ; 	745360621
1612	chicago youth centers lotts of love; 1139 w 79th st; 60620; 8744954; ; 	113960620
1613	chicago youth centers mt. moriah-taylor; 1501 n harding; 60651; 2785837; ; 	150160651
1614	chicago youth centers pathway; 6535 s kedzie ave; 60629; ; ; 	653560629
1615	chicago youth centers pathways to learning cc; 3418 w 79th st; 60652; 7765439; ; 	341860652
1616	chicago youth centers pathways to learning cc1; 3460 w 79th st; 60652; 4369244; ; 	346060652
1617	chicago youth centers rachel's 1; 3430 w roosevelt rd; 60624; 5331837; ; 	343060624
1618	chicago youth centers rachel's 2; 5242 w north ave; 60639; 2371444; ; 	524260639
1619	chicago youth centers rebecca crown; 7601 s phillips; 60649; 7310444; ; 	760160649
1620	chicago youth centers roseland child development; 461 e 111th st; 60627; 4684405; ; 	46160628
1621	chicago youth centers shining star 1; 3012 16 e 92nd st; 60617; 9787827; ; 	3012160617
1622	chinese american service league chinese american service league child dev ctr; 2141 s tan court; 60616; 7910454; ; 	214160616
1623	christopher house greenview; 2507 n greenview; 60614; 4721083; ; 	250760614
1624	christopher house logan square; 3255 w altgeld; 60647; 2354073; ; 	325560647
1625	christopher house rogers park; 7059 n greenview; 60626; 2745477; ; 	705960626
1626	christopher house uptown; 4701 n winthrop; 60640; 7694540; ; 	470160640
1627	church of god true believers church of god community day care; 1738 w marquette st; 60636; ; ; 	173860636
1628	community learning center community learning center; 10612 s wentworth; 60628; 9284104; ; 	1061260628
1629	dorothy sutton branch dorothy sutton branch; 8601 s state; 60619; 7234445; ; 	860160619
1630	douglass-tubman youth ministries,inc. douglass-tubman child dev ctr; 5010 w chicago ave; 60651; 6266581; ; 	501060651
1631	easter seals society of metropolitan chicago allison's infant & toddler center; 234 e 114th st; 60628; 8404502; ; 	23460628
1632	easter seals society of metropolitan chicago channings child care; 5701 w division st; 60651; 4572990; ; 	570160651
1633	easter seals society of metropolitan chicago children's international academy; 5850 w roosevelt rd; 60644; 2870808; ; 	585060644
1634	easter seals society of metropolitan chicago chipper preschool; 8225 s kedzie; 60652; 7785757; ; 	822560652
1635	easter seals society of metropolitan chicago fifth city; 3411 w jackson; 60624; 8268686; ; 	341160624
1636	easter seals society of metropolitan chicago first start children's academy; 4753 w washington blvd; 60644; 3794928; ; 	475360644
1637	easter seals society of metropolitan chicago first start children's academy south; 5700 s ashland ave 1st fl; 60636; 2777090; ; 	570060636
1638	easter seals society of metropolitan chicago fresh start day care center; 6924 w north avenue; 60635; 4792870; ; 	692460707
1639	easter seals society of metropolitan chicago gilchrist marchman; 1001 w roosevelt rd 606; 81559; 4927402; ; 	100181559
1640	easter seals society of metropolitan chicago imani's children; 11443 s halsted st; 60628; 6609667; ; 	1144360628
1641	easter seals society of metropolitan chicago little giants; 3863 w harrison; 60624; 2656330; ; 	386360624
1642	easter seals society of metropolitan chicago liz-ney-land #1; 4610 s pulaski rd; 60632; 2479779; ; 	461060632
1643	easter seals society of metropolitan chicago liz-ney-land #2; 6010 s pulaski; 60632; 5828355; ; 	601060632
1644	easter seals society of metropolitan chicago lordanchild daycare; 3344 w 79th st; 60652; 4344918; ; 	334460652
1645	easter seals society of metropolitan chicago mother's touch; 2501 w 71st st; 60629; 4363177; ; 	250160629
1646	easter seals society of metropolitan chicago near south side child development center; 2214 s federal st; 60616; 5483614; ; 	221460616
1647	easter seals society of metropolitan chicago rachel's learning center #1; 3430 w roosevelt rd; 60624; 5330444; ; 	343060624
1648	easter seals society of metropolitan chicago rachel's learning center #2; 5242 w north ave; 60639; 2371444; ; 	524260639
1649	easter seals society of metropolitan chicago whiz kids nursery center; 518 w 103rd st; 60628; 2339445; ; 	51860628
1650	el hogar del nino fcch-blanca alatorre; 5738 s kenneth ave; 60623; 5812872; ; 	573860623
1651	el hogar del nino fcch-isabel guiterrez; 3448 w 59th st; 60623; 4987085; ; 	344860623
1652	el hogar del nino fcch-lourdes velasco; 4718 s leclaire ave; 60638; 5822250; ; 	471860638
1653	el hogar del nino fcch-maria guzman; 5548 s tripp ave; 60629; 7354542; ; 	554860629
1654	el hogar del nino fcch-rosa lopez; 4924 s keeler; 60632; 5818869; ; 	492460632
1655	el hogar del nino loomis el hogar; 1718 s loomis; 60608; 5630644; ; 	171860608
1656	el valor amazing grace child care center; 11123 s halsted st; 60628; 2643636; ; 	1112360628
1657	el valor brenda's kids club; 3552 e 118th street; 60617; 6460007; ; 	355260617
1658	el valor carlos cantu; 2434 s kildare; 60623; 2422700; ; 	243460623
1659	el valor centro infantil (puerto rican comm); 2739 w division; 60622; 3428866; ; 	273960622
1660	el valor chicago pre-school academy; 532 e 87th st; 60619; 4884495; ; 	53260619
1661	el valor fcch-patricia coba; 2719 s millard; 60623; 5222345; ; 	271960623
1662	el valor guadalupe reyes children & family center; 1951 w 19th st; 60608; 9972021; ; 	195160608
1663	el valor kiddy kare learning center; 4444 s kedzie; 60632; 2476642; ; 	444460632
1664	el valor kidz colony; 6287 south archer ave; 60638; 7678522; ; 	628760638
1665	el valor little brown bear pre-school; 8046 s western ave; 60620; 4343508; ; 	804660620
1666	el valor little kids village; 2656 w 71st st; 60629; 7764753; ; 	265660629
1667	el valor little learners; 5923 w 63rd street; 60638; 5815541; ; 	592360609
1668	el valor little tykes i; 1711 w 35th street; 60609; 2547710; ; 	171160609
1669	el valor little tykes ii; 1723 w 35th street; 60609; 5791791; ; 	172360609
1670	el valor mari's bumble bee academy; 9725 s commercial ave; 60617; 2217692; ; 	972560617
1671	el valor new age preparatory (8940 s cottage grove ave); 8940 s cottage grove ave; 60619; 7832431; ; 	894060619
1672	el valor new age preparatory academy (10951 s michigan ave); 10951 s michigan ave; 60628; 7857737; ; 	1095160628
1673	el valor rey gonzalez children and family center; 3050 e 92nd st; 60617; 7219311; ; 	305060617
1674	el valor teddy bear 1 (51st street); 2649 w 51st street; 60632; 4760700; ; 	264960632
1675	el valor teddy bear 2 (columbus dr); 3473 w columbus; 60652; 4342327; ; 	347360652
1676	el valor teddy bear 3 (6401 s pulaski rd); 6401 s pulaski; 60629; 2842292; ; 	640160629
1677	el valor teddy bear 5 (5160 s pulaski); 5160 s pulaski rd; 60632; 2847030; ; 	516060632
1678	el valor young scholars dev. ins.; 3038 w 59th street; 60629; 9181944; ; 	303860629
1679	erie neighborhood house charter school; 1405 n washtenaw ave; 60622; ; ; 	140560622
1680	erie neighborhood house erie community center; 1701 w superior; 60622; 5635800; ; 	170160622
1681	erie neighborhood house erie house; 1347 w erie; 60622; ; ; 	134760622
1682	erie neighborhood house erie neighborhood house - cortez sa; 2510 w cortez; 60622; 4867161; ; 	251060622
1683	erie neighborhood house fcch-analida sanchez site; 1914 n sayre; 60707; 4322213; ; 	191460707
1684	erie neighborhood house fcch-carmen l. vega site; 3528 w pierce; 60618; 4322213; ; 	352860618
1685	erie neighborhood house fcch-carmen martell site; 3509 w pierce; 60651; 4322213; ; 	350960651
1686	erie neighborhood house fcch-gladys lorenzo; 2636 n washtenaw ave; 60647; ; ; 	263660647
1687	erie neighborhood house fcch-iraida garriga site; 2523 n parkside; 60639; 4322213; ; 	252360639
1688	erie neighborhood house fcch-jesus e. ramirez site; 4414 n christiana; 60625; 4322213; ; 	441460625
1689	erie neighborhood house fcch-lucia rubio site; 5522 w newport st; 60641; 4322213; ; 	552260641
1690	erie neighborhood house fcch-margarita del valle site; 1004 n kedzie ave; 60651; 4322213; ; 	100460651
1691	erie neighborhood house fcch-maria bautista site; 1422 n central ave; 60651; 4322213; ; 	142260651
1692	erie neighborhood house fcch-maria guerrero site; 2311 n keating; 60639; 4322213; ; 	231160639
1693	erie neighborhood house fcch-maria mahecha site; 4151 w lawrence; 60630; 4322213; ; 	415160630
1694	erie neighborhood house fcch-maria yolanda guerro site; 4848 n keeler st; 60630; 4322213; ; 	484860630
1695	erie neighborhood house fcch-marisela martinez site; 5018 w drummond pl; 60639; 4322213; ; 	501860639
1696	erie neighborhood house fcch-migdalia sepulveda site; 1254 n maplewood; 60622; 4322213; ; 	125460622
1697	erie neighborhood house fcch-nury rodriguez; 2420 w lemoyne ave 1; 60622; ; ; 	242060622
1698	erie neighborhood house fcch-patricia castanda site; 4906 n lawndale; 60625; 4322213; ; 	490660625
1699	erie neighborhood house fcch-servia galva site; 2008 w superior; 60622; 4322213; ; 	200860622
1700	erie neighborhood house fcch-silveria cruz site; 1656 n springfield; 60647; 4322213; ; 	165660647
1701	erie neighborhood house fcch-tania perez; 4502 n christiana ave; 60625; 5041813; ; 	450260625
1702	firman community services firman community services early beginnings; 4705 s state; 60609; ; ; 	470560609
1703	firman community services firman house east; 4910 s king; 60615; 3733400; ; 	491060615
1704	firman community services firman house south; 5401 s wentworth ave; 60609; 3733400; ; 	540160609
1705	firman community services firman house west; 37 w 47th st; 60609; 3733400; ; 	3760609
1706	firman community services firman west ii sa 4644 s. dearborn; 4644 s dearborn; 60609; 3733400; ; 	464460609
1707	first church of love and faith first church of love and faith; 2140 w 79th st; 60620; 8739155; ; 	214160200
1708	first church of love and faith first church of love and faith#2; 2141 west 79th street; 60620; 2246800; ; 	214160200
1709	fss blue north; 1615 w chicago avenue st; 60622; 7432084; ; 	161560622
1710	fss red south; 1615 w chicago; 60622; ; ; 	161560622
1711	gads hill center fcch-amelia valencia site; 3021 w 53rd st; 60632; 2511196; ; 	302160632
1712	gads hill center fcch-edith ortega site; 3737 w 51st; 60632; 2511196; ; 	373760632
1713	gads hill center fcch-luz orozco site; 4546 w 67th st; 60632; 2511196; ; 	454660632
